Station_ID,OGdate,Date,WeekByMonth,Week ,DataQuality1,MaxWindgust,WindVelocityMean,DataQuality2,Precip,PrecipForm,SunlightDuration,SnowDepth,MeanCloudCover,MeanVP,MeanP,MeanT,MeanRH,MaxT,MinT,MinTat5cm
1691,19900101,1990-01-01,1900-01-01,1990-1,10,4.4,0.7,10,0.6,6,0,0,8,5.4,998.5,-0.8,94,-0.4,-2,-2.8
1691,19900102,1990-01-02,1900-01-01,1990-1,10,3.8,0.5,10,0,6,0,0,8,5.4,1001.1,-0.5,91,0,-1.2,-0.9
1691,19900103,1990-01-03,1900-01-01,1990-1,10,8.8,2.1,10,0,0,0,0,8,4.7,1003.6,-1.4,83,-0.5,-1.8,-1.6
1691,19900104,1990-01-04,1900-01-01,1990-1,10,8.8,3,10,0.3,7,0.2,0,7.3,4.4,1002.4,-1.4,79,0.4,-2.6,-2.9
1691,19900105,1990-01-05,1900-01-01,1990-2,10,6.7,1.8,10,1.5,7,0,0,8,5.8,1003.8,0.4,92,1.2,-1.9,-4.1
1691,19900106,1990-01-06,1900-01-01,1990-2,10,7.2,2.4,10,0,0,0,0,7.7,5.4,1007.8,-0.2,89,0.8,-1,-3.2
1691,19900107,1990-01-07,1900-01-01,1990-2,10,8.2,2.9,10,0,0,0,0,8,5.4,1009.6,-0.4,89,0.8,-1.1,-1.3
1691,19900108,1990-01-08,1900-01-02,1990-2,10,8.2,2.8,10,0,6,0,0,8,5.3,1012.4,0.1,88,1,-2.5,-3.2
1691,19900109,1990-01-09,1900-01-02,1990-2,10,5.7,2.1,10,0.5,6,0,0,8,6.7,1013.3,2.9,90,3.6,1,0.4
1691,19900110,1990-01-10,1900-01-02,1990-2,10,9.6,2.6,10,0.3,6,0,0,7.7,7.1,1010.1,3,92,4.5,2.2,1.4
1691,19900111,1990-01-11,1900-01-02,1990-2,10,7.7,2.5,10,0,6,0.1,0,7.7,7.1,1008.3,4.1,86,5.2,1.4,0.9
1691,19900112,1990-01-12,1900-01-02,1990-3,10,6.3,1.9,10,0,0,3.2,0,4,6.5,1008,2.6,82,7.5,-0.3,2.8
1691,19900113,1990-01-13,1900-01-02,1990-3,10,6.7,2.2,10,0,0,0,0,6.7,5.9,1006,1,91,1.8,-1.1,-4
1691,19900114,1990-01-14,1900-01-02,1990-3,10,5,1.6,10,0.2,6,0.5,0,8,6.8,1004.1,2.7,93,3.4,0.6,-2.2
1691,19900115,1990-01-15,1900-01-03,1990-3,10,13.5,4.8,10,0,6,0,0,7.7,7.1,1000.9,4,89,5.3,2.6,1.4
1691,19900116,1990-01-16,1900-01-03,1990-3,10,10.3,3.8,10,0.4,6,0,0,8,10.1,1000.2,9,88,10.2,4.7,4.1
1691,19900117,1990-01-17,1900-01-03,1990-3,10,15.4,4.4,10,1.1,6,0.1,0,6.7,8,998,6.9,77,10.2,5.7,7.2
1691,19900118,1990-01-18,1900-01-03,1990-3,10,11.3,3.3,10,0,0,2.8,0,5.3,6.3,1002.9,4.2,77,5.8,2.6,0.5
1691,19900119,1990-01-19,1900-01-03,1990-4,10,11.4,3.8,10,0.1,6,1.2,0,7.3,6.4,1004,4.2,76,6.6,3.5,1.9
1691,19900120,1990-01-20,1900-01-03,1990-4,10,8.8,3.5,10,1,6,0,0,8,7.6,1004.4,5.5,86,6.2,3.1,2.2
1691,19900121,1990-01-21,1900-01-03,1990-4,10,7.2,2.7,10,1.5,6,0,0,8,10,1008.7,7.5,97,8.2,5.6,3.2
1691,19900122,1990-01-22,1900-01-04,1990-4,10,8.8,2.5,10,0,6,2.3,0,6,7.6,1008.1,6.5,79,8.2,5.3,1.6
1691,19900123,1990-01-23,1900-01-04,1990-4,10,18.5,5,10,6.4,6,1.1,0,8,8.3,994.7,8,78,10.6,5.1,3.8
1691,19900124,1990-01-24,1900-01-04,1990-4,10,18.2,5.6,10,1.2,6,1.6,0,5.7,6.8,984.4,4.7,75,8.3,2.8,6
1691,19900125,1990-01-25,1900-01-04,1990-4,10,34.5,6.4,10,7.9,6,0,0,7.3,8.2,973.2,7.8,79,12,2.5,-0.1
1691,19900126,1990-01-26,1900-01-04,1990-5,10,21.6,6,10,6.7,8,1.7,0,5,6.7,976.7,3.9,82,9.3,2.4,3.4
1691,19900127,1990-01-27,1900-01-04,1990-5,10,13,4.1,10,0.5,6,3.2,0,5,6.9,985.1,5.1,78,7.8,2.1,0.2
1691,19900128,1990-01-28,1900-01-04,1990-5,10,19.8,4.2,10,0.1,6,0,0,6.7,6.7,979.2,6.8,66,10.7,4.3,-0.1
1691,19900129,1990-01-29,1900-01-05,1990-5,10,11.8,3.7,10,0,0,5.8,0,3.3,6.4,986.8,5,73,8.6,3.4,-0.4
1691,19900130,1990-01-30,1900-01-05,1990-5,10,10.9,3.5,10,0,0,0.2,0,5.3,7.6,984.8,6.5,80,8,1.3,-2.2
1691,19900131,1990-01-31,1900-01-05,1990-5,10,12.7,4.4,10,0,0,1,0,7,7.5,984.7,9.2,64,12.2,6.5,3
1691,19900201,1990-02-01,1900-01-05,1990-5,10,9.8,3.2,10,0,0,1.4,0,4.7,8.2,988.8,8.4,71,11.5,6.8,4.6
1691,19900202,1990-02-02,1900-01-05,1990-6,10,15.5,4,10,1.3,6,2.6,0,4.3,7.5,988.4,7.3,71,9,5.5,1.3
1691,19900203,1990-02-03,1900-01-05,1990-6,10,26.8,4.8,10,2.3,6,0,0,7,7.1,987.8,7.3,71,11.2,4.3,-0.5
1691,19900204,1990-02-04,1900-01-05,1990-6,10,28.3,4.4,10,0,0,5.6,0,6.7,6.9,1006.2,6.2,72,9.1,5.1,3
1691,19900205,1990-02-05,1900-01-06,1990-6,10,8.8,2.6,10,0,0,8.7,0,2,6.2,1005.5,6,64,13,3,0.4
1691,19900206,1990-02-06,1900-01-06,1990-6,10,6.7,1.5,10,0,0,8.9,0,0,5.6,997.1,6.2,64,12.7,-1.6,-5.3
1691,19900207,1990-02-07,1900-01-06,1990-6,10,17,5.2,10,0,0,3.3,0,6,8.6,992.6,11.2,67,12.9,3.4,-1
1691,19900208,1990-02-08,1900-01-06,1990-6,10,25.3,7.3,10,3,6,2.4,0,6,8.5,991.3,7.8,72,14.5,4.1,10.8
1691,19900209,1990-02-09,1900-01-06,1990-7,10,8.8,2.5,10,0.4,6,0,0,6,6.8,1004.9,5,76,7.5,3.1,0.3
1691,19900210,1990-02-10,1900-01-06,1990-7,10,13.9,3.6,10,3.3,6,3.1,0,5.7,6.3,991.7,3.8,80,7.6,0.5,-3.1
1691,19900211,1990-02-11,1900-01-06,1990-7,10,19.6,4.3,10,2.2,8,3.6,0,6,7.1,979.2,4.3,81,7.6,2.7,3.1
1691,19900212,1990-02-12,1900-01-07,1990-7,10,16.5,4.7,10,2.1,8,3.2,0,7.3,6.3,965.8,2.9,82,7,0.6,-0.8
1691,19900213,1990-02-13,1900-01-07,1990-7,10,9.8,3.3,10,11,8,1.1,0,7.7,6.1,971.9,1.7,87,4.6,0.3,-0.3
1691,19900214,1990-02-14,1900-01-07,1990-7,10,23.8,5.5,10,2.8,8,0.9,0,7.3,6.7,966.5,4.4,79,6.4,0.5,0
1691,19900215,1990-02-15,1900-01-07,1990-7,10,11.8,2.4,10,5.4,8,0,0,8,6.4,972.9,1.6,94,3.7,0.5,0
1691,19900216,1990-02-16,1900-01-07,1990-8,10,11,2.6,10,0.4,8,2.2,0,6.7,6,987.4,1.6,85,4.9,0.2,0.1
1691,19900217,1990-02-17,1900-01-07,1990-8,10,9,2.5,10,0,6,6.9,0,5.7,6,994.1,4,79,6.9,-2.3,-5.6
1691,19900218,1990-02-18,1900-01-07,1990-8,10,10.8,2.9,10,0.5,6,0,0,7.7,9.7,993.1,9.3,84,11.4,5.5,2.5
1691,19900219,1990-02-19,1900-01-08,1990-8,10,10.4,2.7,10,0,0,7.1,0,6,10.3,997.2,11.6,76,15.2,8.2,6.1
1691,19900220,1990-02-20,1900-01-08,1990-8,10,10.3,3.4,10,0,0,1.2,0,4.3,10.9,1004.4,12.2,77,16,10.2,6.8
1691,19900221,1990-02-21,1900-01-08,1990-8,10,14.4,2.7,10,0,0,8.5,0,1.3,8.4,1007.9,10,69,16.8,4.6,1
1691,19900222,1990-02-22,1900-01-08,1990-8,10,4.2,0.8,10,0,0,9.5,0,1,6.6,1019.2,6.1,72,14.8,1,-2.3
1691,19900223,1990-02-23,1900-01-08,1990-9,10,7.2,1,10,0,0,9.2,0,0,8,1011.9,7.7,78,16.7,0.3,-2.6
1691,19900224,1990-02-24,1900-01-08,1990-9,10,10,2.4,10,0,0,6.4,0,2.3,9.2,1002.5,12,71,18,2.8,-0.8
1691,19900225,1990-02-25,1900-01-08,1990-9,10,14.9,3.9,10,6.9,6,3,0,7,10.4,990.4,12.4,71,14.6,10.8,6.5
1691,19900226,1990-02-26,1900-01-09,1990-9,10,25.7,8.2,10,13.2,8,0.2,0,7,8.4,970.3,6.6,82,11.8,5,6.7
1691,19900227,1990-02-27,1900-01-09,1990-9,10,21.7,6,10,10.3,8,0.6,0,7.3,6.1,965.9,1.6,89,5,0.3,-0.1
1691,19900228,1990-02-28,1900-01-09,1990-9,10,21.6,7,10,23,8,0.2,0,7,7.2,970.3,6,78,7,1.4,-0.1
1691,19900301,1990-03-01,1900-01-09,1990-9,10,24.3,5.7,10,4.8,8,1.7,0,7.3,6.1,979.2,1.7,88,8.1,0.5,0.1
1691,19900302,1990-03-02,1900-01-09,1990-10,10,14,3.1,10,0.9,8,4.7,0,4.7,5.6,1001.1,0.5,86,3.7,-0.1,-1
1691,19900303,1990-03-03,1900-01-09,1990-10,10,9.3,3,10,0.2,8,0.9,0,8,6.8,1016,4.2,84,5.9,-0.4,-2.7
1691,19900304,1990-03-04,1900-01-09,1990-10,10,14.9,4,10,1.3,6,0.1,0,8,6.9,1014.4,4.9,80,6,3.8,2.9
1691,19900305,1990-03-05,1900-01-10,1990-10,10,12.4,4.1,10,1.2,6,0,0,8,7.4,1005.1,6.2,78,6.6,4.7,4
1691,19900306,1990-03-06,1900-01-10,1990-10,10,17.5,5.4,10,2.4,6,0.1,0,8,8.3,995.3,7,83,8.9,5.2,4.3
1691,19900307,1990-03-07,1900-01-10,1990-10,10,11,3.5,10,0.3,6,0,0,7.7,9.7,999.1,9.2,84,10.7,6.9,6.1
1691,19900308,1990-03-08,1900-01-10,1990-10,10,8.2,2.6,10,0,6,2.8,0,5,8.3,997.5,8.6,72,12.6,7.1,6.7
1691,19900309,1990-03-09,1900-01-10,1990-11,10,26.3,5.8,10,3.2,8,2.7,0,5.7,7,997,6.7,68,10.4,2.3,2
1691,19900310,1990-03-10,1900-01-10,1990-11,10,16,4,10,5.2,6,0,0,7,9.2,1004.3,8.2,90,11.3,3.8,2.5
1691,19900311,1990-03-11,1900-01-10,1990-11,10,16.5,4.1,10,0,0,6.6,0,6.3,9.5,1003,13,64,19.2,9.5,8.6
1691,19900312,1990-03-12,1900-01-11,1990-11,10,11.8,3.1,10,0,0,8.2,0,5.3,7.2,1002.9,7.6,65,12.2,5,6.7
1691,19900313,1990-03-13,1900-01-11,1990-11,10,6.8,1.3,10,0,6,6,0,4.3,6,1005.4,5.9,69,11,0.1,-2.3
1691,19900314,1990-03-14,1900-01-11,1990-11,10,9.2,1.3,10,0.1,6,3.9,0,4,7.9,1009,7.4,74,13.6,3.1,0.4
1691,19900315,1990-03-15,1900-01-11,1990-11,10,5.1,0.8,10,0,0,8.9,0,1,7.7,1014.9,7.2,78,15.6,0.5,-2.6
1691,19900316,1990-03-16,1900-01-11,1990-12,10,5.4,0.9,10,0,0,10.3,0,1,7.9,1014.2,8.8,73,18.1,1.2,-2.2
1691,19900317,1990-03-17,1900-01-11,1990-12,10,5.7,0.8,10,0,0,10.4,0,0,7.3,1012.6,9.3,69,20.5,0.8,-2.2
1691,19900318,1990-03-18,1900-01-11,1990-12,10,6.3,1,10,0,0,10.5,0,0,8,1011.4,10.5,69,20.7,1.3,-2
1691,19900319,1990-03-19,1900-01-12,1990-12,10,10.8,2.6,10,0,6,9.6,0,4,8.5,1009.2,14,57,20.2,5.1,1
1691,19900320,1990-03-20,1900-01-12,1990-12,10,11.3,3.1,10,0.1,6,0.3,0,7.3,10.6,1002.3,11.3,77,14.7,10,8.6
1691,19900321,1990-03-21,1900-01-12,1990-12,10,13.4,3,10,0,0,0.1,0,7,10.7,997.4,13,73,14.5,9.3,5.5
1691,19900322,1990-03-22,1900-01-12,1990-12,10,9.3,2.5,10,3.4,6,0,0,7.7,10.7,996.9,9.6,87,13.6,8.2,9.5
1691,19900323,1990-03-23,1900-01-12,1990-13,10,12.4,3,10,0,0,4.6,0,6,7,1001.5,8.5,63,12.4,3.3,0.4
1691,19900324,1990-03-24,1900-01-12,1990-13,10,12.6,4,10,1.4,8,1.6,0,7.3,7.6,995.1,8.9,68,11.9,5.3,1.4
1691,19900325,1990-03-25,1900-01-12,1990-13,10,14.5,3.5,10,1.4,8,1.9,0,7.3,7.1,996.3,3.6,90,9.5,1.8,1.3
1691,19900326,1990-03-26,1900-01-13,1990-13,10,8.2,1.7,10,1.8,8,3.6,0,5.7,7.6,999.5,5.7,82,10.1,2.9,1.7
1691,19900327,1990-03-27,1900-01-13,1990-13,10,9.8,1.4,10,0.9,8,1.3,0,5,7.2,1002.8,5.4,79,8.8,3.7,1.4
1691,19900328,1990-03-28,1900-01-13,1990-13,10,9.3,2.4,10,0.1,6,0,0,7.7,7.3,1001,6.4,79,7.9,3.3,1.3
1691,19900329,1990-03-29,1900-01-13,1990-13,10,9.3,2.4,10,0,0,3.3,0,6,8.1,1008.4,8.9,72,12.1,5.5,4.9
1691,19900330,1990-03-30,1900-01-13,1990-14,10,6.3,1.1,10,0,0,8.9,0,5.3,7.1,1013.2,7,72,13.1,0.8,-1.4
1691,19900331,1990-03-31,1900-01-13,1990-14,10,7.4,1.4,10,0,0,11.2,0,1.3,8.7,1013.9,7.8,82,15,1.8,-0.6
1691,19900401,1990-04-01,1900-01-13,1990-14,10,9,1.1,10,0,0,10.1,0,2,7.6,1001.5,8.2,70,20.8,1.6,-1.2
1691,19900402,1990-04-02,1900-01-14,1990-14,10,11.8,2.2,10,0.5,6,10.7,0,0.7,8.4,985.9,13.2,60,20.9,4.7,1.5
1691,19900403,1990-04-03,1900-01-14,1990-14,10,12.9,3,10,2.6,6,0.5,0,7,8.3,980.5,7.3,75,14.1,4.5,7.5
1691,19900404,1990-04-04,1900-01-14,1990-14,10,9.9,2.7,10,0,6,5.8,0,4.7,6.1,993.2,2.6,79,8.1,0.6,-1.1
1691,19900405,1990-04-05,1900-01-14,1990-14,10,6.2,0.8,10,0,0,10.4,0,1,4.3,998.3,1.9,65,9.5,-2.8,-5.3
1691,19900406,1990-04-06,1900-01-14,1990-15,10,10.8,1.7,10,0,0,9.4,0,1,5.3,993.8,4.5,67,11.9,-2.9,-5.4
1691,19900407,1990-04-07,1900-01-14,1990-15,10,11.8,2.5,10,0,0,9,0,2.7,5,992.9,5.6,57,11,-0.1,-3.9
1691,19900408,1990-04-08,1900-01-14,1990-15,10,12.7,2.7,10,0,8,8.1,0,2.7,4.6,1000.7,4.6,55,10.2,2.9,-0.6
1691,19900409,1990-04-09,1900-01-15,1990-15,10,12.4,2.5,10,0,0,12.3,0,0,4.1,996,4.4,50,11,-1.6,-5.4
1691,19900410,1990-04-10,1900-01-15,1990-15,10,9,1.4,10,3.3,6,10.4,0,4,4.6,989,6.3,55,11.8,-4,-7
1691,19900411,1990-04-11,1900-01-15,1990-15,10,20.1,3.4,10,5.7,8,4.7,0,6.7,8.2,986.8,6.8,82,9.8,4.8,3
1691,19900412,1990-04-12,1900-01-15,1990-15,10,5.7,1.3,10,0,6,4.3,0,6.3,7.1,995.1,9,65,12.6,4.6,2.6
1691,19900413,1990-04-13,1900-01-15,1990-16,10,6.2,2.3,10,0.7,6,0.2,0,7.7,9,991.5,10.1,75,12,6.4,6
1691,19900414,1990-04-14,1900-01-15,1990-16,10,10,2.6,10,0.6,6,1.1,0,6.7,9.3,989.5,7.1,87,13.7,5.1,6
1691,19900415,1990-04-15,1900-01-15,1990-16,10,17,4,10,1,6,2.1,0,6,7.1,984.3,6,74,10.4,3.3,0.4
1691,19900416,1990-04-16,1900-01-16,1990-16,10,13.4,2.8,10,1.9,8,3.9,0,7,7.9,994,5,90,10.6,3.9,1.4
1691,19900417,1990-04-17,1900-01-16,1990-16,10,14.9,2.3,10,0.5,6,4.2,0,6.3,7.6,995.4,5.2,85,10.2,3.1,0.2
1691,19900418,1990-04-18,1900-01-16,1990-16,10,6.2,1.1,10,7.7,6,4.9,0,7.3,6.9,997.3,6.8,74,11.9,-0.9,-2.8
1691,19900419,1990-04-19,1900-01-16,1990-16,10,5.7,1,10,2.6,6,4,0,6.3,7.8,991.2,7.9,75,12,4.3,4.1
1691,19900420,1990-04-20,1900-01-16,1990-17,10,10.3,2.2,10,1.2,6,8.7,0,4,8.7,989.2,10.3,70,15.7,6.8,4.7
1691,19900421,1990-04-21,1900-01-16,1990-17,10,14.4,1.5,10,1.4,6,4.4,0,3.3,10.1,989.4,12.2,72,18.2,4.2,1.5
1691,19900422,1990-04-22,1900-01-16,1990-17,10,10.4,1.5,10,0.3,6,7.5,0,3,9.7,990,11.1,74,17.7,5,2.3
1691,19900423,1990-04-23,1900-01-17,1990-17,10,10,1.9,10,2.1,6,3,0,6,10,989.8,9.9,80,13.6,6.7,3.7
1691,19900424,1990-04-24,1900-01-17,1990-17,10,10.5,2,10,3.6,6,0.2,0,7.7,9.8,990.5,9,85,12.2,6.8,6.7
1691,19900425,1990-04-25,1900-01-17,1990-17,10,7.7,1.9,10,0.5,6,0.9,0,7,10.2,995.3,9.2,87,12.3,8,7.8
1691,19900426,1990-04-26,1900-01-17,1990-17,10,7.7,1.2,10,0.5,6,10,0,4.7,8.6,997.1,12.2,65,17.5,3.3,0.6
1691,19900427,1990-04-27,1900-01-17,1990-18,10,14,3.7,10,4.1,6,1.9,0,5.7,8.2,997.2,6.8,78,12.7,5.3,8
1691,19900428,1990-04-28,1900-01-17,1990-18,10,9.8,2.6,10,0,0,2.8,0,7,6.9,1006.5,7,69,10.9,4.1,1.6
1691,19900429,1990-04-29,1900-01-17,1990-18,10,7.7,1.1,10,0,0,7.7,0,5.3,9,1007.5,11,68,17,5.8,4.7
1691,19900430,1990-04-30,1900-01-18,1990-18,10,11.3,2,10,0,0,11.2,0,3,12.1,1007.9,13.7,76,19.8,7.2,4.8
1691,19900501,1990-05-01,1900-01-18,1990-18,10,10.5,1.6,10,0,0,12.7,0,0,11.3,1010.8,14.8,71,22,6.3,3.6
1691,19900502,1990-05-02,1900-01-18,1990-18,10,10.8,1.6,10,0,0,12.9,0,1.3,11,1014,16.6,61,25.2,8.3,6
1691,19900503,1990-05-03,1900-01-18,1990-18,10,11.8,2.5,10,0,0,13.5,0,0,10.3,1011.6,16.2,57,23.5,9.4,6.1
1691,19900504,1990-05-04,1900-01-18,1990-19,10,6.7,1.1,10,0,0,13.4,0,0.7,11.4,1006.5,16.7,61,24.6,7.3,4.7
1691,19900505,1990-05-05,1900-01-18,1990-19,10,5.2,0.8,10,0,0,13.3,0,0.3,10.3,1001.2,17.7,55,25.9,8.1,5.3
1691,19900506,1990-05-06,1900-01-18,1990-19,10,6.7,1.2,10,0,0,13.3,0,0.3,10.3,997,18.6,51,26.7,8.7,6
1691,19900507,1990-05-07,1900-01-19,1990-19,10,6.2,0.9,10,0,0,10.3,0,3,12.1,994.1,19.2,56,26.3,9.5,6.6
1691,19900508,1990-05-08,1900-01-19,1990-19,10,9.8,1.7,10,0,0,8.6,0,4.3,13.2,996.2,16.1,71,22.4,10.9,8.3
1691,19900509,1990-05-09,1900-01-19,1990-19,10,8.3,1.1,10,0,0,12,0,1.7,12.5,994.5,16.8,67,24,10.6,8.5
1691,19900510,1990-05-10,1900-01-19,1990-19,10,26.2,1.4,10,12.6,6,10.5,0,2.3,13.5,992.2,16,74,24.1,11.1,9.1
1691,19900511,1990-05-11,1900-01-19,1990-20,10,9.5,1.8,10,0,0,5.8,0,6.3,9.8,991,13.5,65,18,9.7,7.8
1691,19900512,1990-05-12,1900-01-19,1990-20,10,11.8,1.4,10,2.2,6,6.6,0,5,10.5,990.3,11.3,77,17.7,6.8,5
1691,19900513,1990-05-13,1900-01-19,1990-20,10,12,2.4,10,0,6,2.4,0,7,10.2,991.8,11.8,76,16.3,6.2,4.2
1691,19900514,1990-05-14,1900-01-20,1990-20,10,9.3,2.6,10,0,0,0.2,0,7,10.1,995.6,12,72,14.3,10,8
1691,19900515,1990-05-15,1900-01-20,1990-20,10,6.2,1,10,0,6,11,0,4.3,9.6,997.9,14.2,63,20.7,5.2,2.7
1691,19900516,1990-05-16,1900-01-20,1990-20,10,9.5,1.3,10,5.5,6,5.5,0,5.7,15,996.8,15.2,84,20.2,10,7.6
1691,19900517,1990-05-17,1900-01-20,1990-20,10,10.4,2.8,10,0,0,6.1,0,3.7,11.4,996.6,13.9,70,19.5,11.4,9.2
